tagalog,english,cebuano
Maliit ang daigdig.,The world is small.,Gamay ang kalibutan.
Gusto mong mainggit ka.,You want to be jealous.,Gusto nimo maibog ka.
Iniiwanan mo sa akin ang kutsilyo mo?,You leave me your knife?,Ginabilin nimo kanako ang imong kutsilyo?
Luma na ang mga paraan niya.,His ways are old fashioned.,Daan na ang imong mga pamaagi kaniya.
Tumigil siyang magdaldal.,He stopped talking.,Niundang siya og tabi.
Walang maniniwala sa tsismis na iyon.,No one will believe that rumor.,Walay nituo sa kato nga estorya.
Nalalamigan ako sa paa.,I have cold feet.,Nabugnawan ko sa tiil.
Wala siyang isip ng espasyo.,He has no mind for space.,Wala siyay hunahuna nga giblang.
Paalis akong Australia sa susunod na buwan.,I'm leaving Australia next month.,Paadto ko og Autralia sa mosunod nga bulan.
Dalhin mo ang iyong trabaho sa kuwarto ko.,Take your work to my room.,Dalaha ang imong trabahuon sa kuwarto nako.
Taga-Pransiya siya.,He is from France.,Taga-Pransiya siya.
Larawan itong talagang gusto ko.,This is a picture I really like.,Hulagway kini nga gusto kaayo nako.
Talagang malagkit.,Really sticky.,Tinuod gyod nga pilit.
Naghihintay sila ng gerang malaki.,They are waiting for a big war.,Nagapaabot sila sa gubat nga dako.
Unang beses kong papuntang dalampasigan.,My first time going to the beach.,Permiro pa nakong miadto sa baybayon.
Anong sitwasyon mo?,What is your situation?,Unsang kabutang nimo?
Unang beses kong magsuka sa tren.,It was my first time to throw up on a train.,Permiro nakong misuka sa tren.
Unang beses kong papuntang sinehan.,My first time going to the cinema.,Permiro nako miadto sa sinehan.
Ito'y dakilang teorya.,This is a great theory.,Kini bantugan nga teorya.
Unang beses kong magsalin galing sa Italyano.,My first time translating from Italian.,Permiro nako ang maghubad gikan sa Italyano.
Unang beses kong magdasal sa moske.,It was my first time to pray in the mosque.,Permiro nako ang mag-ampo sa moske.
Unang beses kong magtapos ng libro.,It's my first time to finish a book.,Permiro nako ang maghuman og libro.
Unang beses kong magdagdag ng pangungusap na Olandes.,First time I add a Dutch sentence.,Permiro nako ang magdungag og hugpulong na Olandes.
At isang saglit ang nakagiba sa niyari nang maraming taon.,And one moment destroyed what had happened for years.,Sa kadali naguba ang gibuhat sa pila katuig.
Unang beses kong lumipad sa eroplano.,It was my first time to fly on a plane.,Permiro nako ang mulupad sa eroplano.
Ano ka ba?,what are you,Unsa ka ba?
Binili rin niya yang diksiyunaryo.,He also bought the dictionary.,Gipalit pod niya ang kapulongan.
Palagi siyang nakaseda.,He is always in bed.,Pirmi siya naka sinaw.
Ang importanteng alalahanin ay walang taong isang daang porsiyentong anuman.,The important concern is that no one is one hundred percent anything.,Ang mahinungdanong hinumduman kay walay taong usa ka gatos nga porsyentong unsa man.
Saan siya nag-aral ng Italyano?,Where did he study Italian?,Asa siya nagtuon og Italyano?
Naglaro si Maria ng kanyang mga manika nang kasama ang kanyang mga kapatid.,Maria played with her dolls with her siblings.,Nagdula si Maria sa iyang mga manika nga kauban ang iyang igsoon.
Di malaking problema.,Not a big problem.,Dili dako nga problema.
Nagwowori kang masyado.,You worry too much.,Nabalaka ka kaayo.
Unang beses kong nag-alala ng tula.,First time I worried about poetry.,Permiro nako naghunahuna og tula.
Tumira akong magsarili sa bukid.,I lived alone on the farm.,Nipuyo ko nag-inusa ra sa bukid.
Kung ako ikaw.,If I were you,Kon ako ikaw.
Bakit gusto mong maging nars?,Why do you want to be a nurse?,Nganong gusto nimo mahimong nars?
Ano kaya kung imbitahin si Meg sa party?,What if Meg was invited to the party?,Unsa kaha kon agdahon si Meg sa kalingawan?
Pakibaba ng radyo.,Please turn down the radio.,Pakibutang sa radyo.
Puwede mo bang ulitin iyon?,Can you repeat that?,Mahimo ba nimong usabon kato?
May dumating.,Someone came.,Naay niabot.
Maguguni-guni mo ba ang sitwasyon?,Can you imagine the situation?,Maghuna-hunaan ba nimo ang kabutangan?
Ngayon ang aking turn na magsalita.,Now it's my turn to speak.,Karon ang akong oras na mag-estorya.
"Paano ang pagbaybay mo ng ""pretty""?","How do you spell ""pretty""?","Giunsa pagbaybay nimo ang ""maanyag""?"
Umaasa kaming maganda ang panahon bukas.,We hope the weather will be good tomorrow.,Nagdahom kami nga maayo ang panahon ugma.
Ayaw kong ulitin ang taon.,I don't want to repeat the year.,Dili ko gustong usabon ang tuig.
Dapat pumasa ako sa eksamen.,I must pass the exam.,Kinahanglan mupasar ko sa pasulit.
Lumabas si Tomas ng taksi.,Tomas got out of the cab.,Nigawas si Tomas sa taksi.
Aling wika ang pagsasalita sa inyong bansa?,Which language is spoken in your country?,Haing pinulongan ang ginaestorya sa inyong nasod?
Isinalin ni Doktor L.L. Zamenhof nga ang mga obrang literatura papuntang Esperanto.,Translated by Doctor L.L. Zamenhof is indeed the literary works to Esperanto.,Gihubad ni Doktor L.L. Zamenhof ang mga buhat nga literatura padulong sa Esperanto.
Kaharap ang timog ng bahay.,Facing the south of the house.,Atubang ang habagatan sa balay.
Sinabi sa akin ni Ito ang balita.,Ito told me the news.,Gisulti ni Ito sa ako ang balita.
Itanong mo kay Alex.,Ask Alex.,Ipangutana kay Alex.
Naghuhugas ako ng mga plato.,I wash the dishes.,Nagahugas ko og mga plato.
Susulatan ba ni Tomas ngayon din?,Will Tomas write right now?,Musulat bah si Tomas karon dayon?
Gusto kong gawin mo agad.,I want you to do it right away.,Gusto nako buhaton dayon nimo.
Nakita ko na ang larawan.,I have seen the picture.,Nakita na nako ang hulagway.
Mas bata si Tomas kaysa kay Maria.,Tomas is younger than Maria.,Mas bata si Tomas kaysa kay Maria.
Pumili ka ng tamang salita!,Choose the right word!,Pilii ang tama nga estorya.
"Magtaksi tayo, ano?","Let's take a cab, what?","Magtaki ta, unsa man?"
Masyadong malaki.,Too big.,Sobra ka dako.
May ebidensiyang ginawa niya.,There is evidence that he did.,Adunay kamatuorang gibuhat siya.
Talagang nagulat ako sa balita.,I was really surprised by the news.,Tinuod nga nakuyawan ko sa balita.
Sinimulan niya ang pagtalakay sa Pananauli ng Meiji.,He began discussing the Meiji Restoration.,Gisugdan niya ang paghisgot sa Pahauli sa Meiji.
Di umaandar ang ref namin.,Our refrigerator is not working.,Wala nigana ang ref namo.
Di ko mahanap ang relo ko.,I can't find my watch.,Dili nako makita ang akong relo.
Takot siya sa mga aso.,He is afraid of dogs.,Hadlok siya sa mga iro.
Interesado ako sa kasaysayan ng Hapon.,I am interested in Japanese history.,Interesado ko sa kapanahunan sa Hapon.
Nilagay niya ang kahon sa ibabaw ng mesa.,He placed the box on the table.,Gibutang niya ang kahon sa ibabaw sa lamesa.
Sinakop ng kaaway ang kaharian.,The enemy has conquered the kingdom.,Giokupar sa kaaway ang gingharian.
Kaharap ng bahay ang timog.,Facing the house is the south.,Atubang sa balay ang habagatan.
Magiging magaling na propesor siya.,He will be a good professor.,Mahimong maayo nga magtutudlo siya.
Saan ang paaralan mo?,where is your school,Asa ang imong eskuylahan?
Ayaw niyang tumigil magdaldal.,He didn't want to stop talking.,Dili siya muondang og tabi.
Tumindig siya sa tabi niya.,He stood up next to her.,Nitindog siya sa tapad niya.
Kailan ka dumating sa Hapon?,When did you come to Japan?,Kanus- a ka niabot sa hapon?
Meron kang lakas ng loob!,You have courage!,Aduna kay kaisog!
Isip ni Tomas na inosente si Maria.,Tomas thinks Maria is innocent.,"Sa hunahuna ni Tomas, inosente si Maria."
"Isang pulang alak, nga.","A red wine, indeed.","Usa ka pula nga ilimnon, beh."
Pampalusog ang sariwang prutas.,Fresh fruit is healthy.,Pampahimsog ang lab-as nga prutas.
Gusto niya ang mga bagong nararanasan.,He likes new experiences.,Gusto niya ang mga bag ong kasinatian.
Alerdyik siya sa pinya.,He is allergic to pineapple.,Alerdyik siya sa pinya.
Alerdyik siya sa mani.,He is allergic to peanuts.,Alerdyik siya sa mani.
Alerdyik siya sa gatas ng baka.,He is allergic to cow's milk.,Alerdyik siya sa gatas sa baka.
Alerdyik siya sa ayskrim.,He is allergic to ice cream.,Alerdyik siya sa ayskrim.
Alerdyik siya sa iba-ibang sopdrink.,He is allergic to various soup drinks.,Alerdyik siya sa lain-laing ilimnon.
Alerdyik siya sa mga pinirito at mga may mantika.,He is allergic to fried and oily foods.,Alerdyik siya sa mga pinirito ug mga adunay mantika.
Disiplinang eskolar ang pagsasalin.,Translation is a scholarly discipline.,Disiplina nga eskolar ang paghubad.
Alerdyik siya sa nakalatang aysti.,He is allergic to the dried aysti.,Alerdyik siya sa naglubog nga aysti.
May parteng depende sa suwerte.,Part depends on luck.,May bahin depende sa buynas.
Sa taong 2012 magiging 125 taon na ang Esperanto.,In the year 2012 Esperanto will be 125 years old.,Sa tuig dos mil dose mahimong usa kagatos ug baynte singko na ang Esperanto.
Gusto ko ang lasagna.,I like lasagna.,Gusto nako ang lasagna.
"Marami akong nawala na, sa wakas, hinanap ko ang sarili ko.","I lost so much that, finally, I found myself.","Daghan ko og nawala na, sa katapusan, nakita nako ang akong kaugalingon."
May narinig akong tumutuktok.,I heard someone knocking.,Aduna akoy nadungog nga nituktok.
"Pagka hindi ka, anong gagawin ko?","If you don't, what will I do?","Pag dili ka, unsa ang imong buhaton?"
Matalinghagang laro!,Figurative game!,Sambingay nga dula.
"Nung bata pa siya, kumakain siya ng makopa at duhat.","When he was young, he used to eat makopa and duhat.","Saunang bata pa siya, mukaon siya og mansanas ug duhat."
Mas gusto niyang kumain ng ratiles.,He prefers to eat ratiles.,Mas gusto niyang mukaon og sarisa.
Kumakain ba sila ng suman at tamales?,Do they eat suman and tamales?,Mukaon ba sila sa bodbod ug tamalis?
Sigurado akong nakita ko na siya noon pa.,I'm sure I've seen him before.,Sigurado ko nga nakita na nako siya sauna pa.
Puwede bang lakarin ang distansiya sa pag-itan ng bahay mo at ng palengke?,Is it possible to walk the distance between your house and the market?,Mahimo bang lakwon ang gilay-on tali sa balay nimo og sa merkado?
Walang depinisyon ng tula'y husto kung di siya mismong tula rin.,There is no definition of poetry if it is not poetry itself.,Walay pasabot ang balak nga sakto kon dili sama sa balak pod.
Nagbayla siya sa apoy.,He threw himself into the fire.,Nagdula siya sa kalayo.
Nagsayaw siya sa apoy.,He danced in the fire.,Nagsayaw siya sa kalayo.
Taong agresibo siya.,He is an aggressive person.,Taong arisgado siya.
Anong winowori ka?,what winowori are you?,Unsang gikabalaka nimo?
"Nang pagbalik niya galing sa trabaho, nasa bahay ang asawa niya at puwede silang kumain nang kasabay.","When he returned from work, his wife was at home and they could eat together.","Katong pag uli niya gikan sa trabaho, naa sa balay ang asawa niya ug mahimo silang mukaon og sabay."
"Sa itaas ng mga ulap, paramdam kong libreng walang hangganan.","Above the clouds, I feel free without limits.","Sa hitaas sa mga panganod, paminaw ko ang gawasnong walay katapusan."
Kailan tayo darating sa Tokyo?,When will we arrive in Tokyo?,Kanus a kita muabot sa Tokyo?
Nasa tahanan siya sa Pransiya.,He is at home in France.,Naa sa puloy-anan siya sa Pransiya.
Nakakalipad ang ibon.,The bird can fly.,Nakalupad ang langgam.
Nakatira ang pamilya sa yurt.,The family lives in a yurt.,Nagpuyo ang pamilya sa yurt.
Meron ba ditong marunong ng Hapon?,Does anyone here know Japanese?,Naa ba dinhi ang kabalo og Hapon?
Sa pag-itan ng teorya at ideya'y malaking diperensiya.,There is a big difference between theory and idea.,Sa tala sa teyorya ug ideya dako og kalahian.
Mahal ko ang anumang kyut.,I love anything cute.,Gihiguma nako ang maski unsang pikdot.
Meron bang nangyari?,Did something happen?,Naa bay nahitabo?
"Tingnan mo ako, at gayahin mo.","Look at me, and imitate me.","Tan aw mo nako, ug sundugon nimo."
Sinulat iyon ni Taro Akagawa.,Taro Akagawa wrote that.,Gisulat kato ni Taro Akagawa.
Nagpuyat silang leyt nang nagdadaldalan.,They stayed up late chatting.,Nagmata sila'g dugay kay nagtabi.
Bisi ka ba kahapon?,were you busy yesterday?,Bisi ba ka gahapon?
Tapos na kaming magtanghalian.,We have finished having lunch.,Humana na mi naniuodto.
Ginawa nila ang tama.,They did the right thing.,Gibuhat nila ang sakto.
Parang nalilito siya.,He seemed confused.,Murag nalibog siya.
May mensahe akong galing sa kanya para sa iyo.,I have a message from him for you.,Adunay tugon ako gikan sa iya para sa imo.
Umuwi na tayo!,Let's go home!,Uli na kita!
Kumain ka na ba?,have you eaten,Nikaon na ba ka?
Ano ba yaong binili ni Maria kahapon?,What did Maria buy yesterday?,Unsa ba ang maong gipalit ni Maria gahapon?
Mag-aral nang mabuti.,Study hard.,Magtuon og maayo.
Pumunta sa Hapon si Ginoong Oh para mag-aral ng Hapon.,Mr. Oh went to Japan to study Japanese.,Niadto sa hapon si Ginoong Oh aron magtuon og Hapon.
Ba't binili mo?,Why did you buy it?,Nganong gipalit nimo?
Tumatalon ang bata.,The child is jumping.,Nagalukso ang bata.
Sa likod ng bahay ko'y gubat.,Behind my house is a forest.,Sa likod sa balay kay gubat.
Anong sasabihin ay mas importante kaysa sa paano sasabihin.,What to say is more important than how to say it.,Unsa ang giingon kay mas mahinungdanon kaysa giunsa pagsulti.
Malapit na ang erport.,The airport is near.,Duol sa tugpahanan.
Nawawala ba kayong lahat?,Are you all lost?,Nawala ba kamong tanan?
Gusto ko rin ng pabangong tsa.,I also like scented tea.,Gusto pod nako ang humot nga tsa.
Ito akong kumakain ng saging.,This is me eating a banana.,"Kini ko, nagakaon og saging."
Tumakbo kami nang sampung kilometro.,We ran ten kilometers.,Nagadagan kami sa napulo ka kilometro.
Sensitibo siya sa kritisismo.,He is sensitive to criticism.,Biklonon siya sa kritisismo.
Gusto ko ng keyk.,I want a cake.,Gusto nako ang keyk.
Magsasang-ayon sila roon.,They will agree with that.,Mag-uyon-oyon sila didto.
Ba't walang taksi sa estasyon ngayon?,Why is there no cab at the station today?,Nagnong walay taksi sa paradahan karon?
"Pumarini ka sa ilalim ng payong ko, o mababasa ka.","Come under my umbrella, or you'll get wet.","Adto diri sa ilalom sa akong payong, o mabasa ka."
Ilan ang kapatid mong babae?,how old is your sister,Pila ang igsoon nimong babae?
Takot akong lumagpak siya.,I'm afraid he will fall.,Hadlok siyang mabagsak siya.
"Noon, napangarap tungkol sa bagong tao sa mas magandang kinabukasang mundo.","Back then, it was dreamed about the new man in the better future world.","Sauna, nangandoy mahitungod sa bafg-ong tawo sa mas maayong kaugmaon sa kalibutan."
"Ngayon, buhay tayo sa kinabukasang mundo noong panahon.","Today, we live in the future world of that time.","Karon, buki kita sa kaugmaon sa kalibutan , saunang panahon."
"Tungkol sa bagong tao, wala nang sinasabi, at wala nang interesado sa tanong kung anong klaseng mundo para tawaging maganda.","About the new man, nothing more is said, and no one is interested in the question of what kind of world to call beautiful.","Mahitungod sa nabag-ong tawo, wala nay gaingon og dili interesado sa pangutana kon unsang klase ang kalibutan aron tawagon og maanindot."
Huwag mag-away sa walang bagay.,Don't fight over nothing.,Ayaw pag away sa walay hinungdan.
Isinalin niya ang nobelang Hapon sa Pranses.,He translated the Japanese novel into French.,Gihubad niya ang sugilanong Hapon sa Pranses.
"Pahintulutan, binibini, na masabi kong nagkakamali ka.","Allow me, young lady, to say that you are mistaken.","Tugutan, dalaga, nga maingon kong nagkamali ka."
Di siya sumipot nga.,He didn't show up.,Wala siya nagpakita.
Iwanan yang trabaho sa mga dalubhasa.,Leave that job to the experts.,Biyai ng trabaho sa mga hanas.
Neptuno ang ika-8 planeta sa Sistemang Solar.,Neptune is the 8th planet in the Solar System.,Neptuno ang ika walong planeta sa Sistemang Solar.
Ayos pa.,It's still fine.,Ayos pa.
Magsimula na tayo.,Let's get started.,Magsugod na kita.
Namamalengke ako bawat umaga.,I go shopping every morning.,Namalengke ko kada buntag.
Gusto niyang sumama sa atin.,He wants to come with us.,Gusto niyang muoban sa ato.
Gusto niyang sumama sa amin.,He wants to come with us.,Gusto niyang muoban sa amo.
Huwag sobra.,Don't overdo it.,Ayaw palabi.
Ako'y 27 taon na.,I am 27 years old.,Ako kay baynte siyete katuig na.
Nasa kulimlim ng teorya niya ang ideya.,The idea is in the shadow of his theory.,Naa sa landong nga teyorya niya ang ideya.
May kakayahang magsalita ang tao.,Man has the ability to speak.,Adunay abilidad mag estorya ang tao.
Parang hindi umaandar.,It doesn't seem to work.,Murag wala niandar.
Wala akong alam kundi iyon.,I know nothing but that.,Wala koy nahibaw-an kundi kato.
Magtuturo ba ng Ingles si Ginoong Oka?,Will Mr. Oka teach English?,Magtudlo ba og Ingles si Ginoong Oka?
Palagi kang kumakanta.,You always sing.,Pirmi ka nagakanta.
Lumipad ang uwak.,The crow flew away.,Nilupad ang uwak.
