tagalog,english,cebuano
May karapatan siyang mag-desisyon para sa sarili niya.,He has the right to decide for himself.,Naa syay karapatan nga mag-desisyon para sa iyahang sarili.
Sabi niya sa akin na baka papuntang Nara siya sa susunod na buwan.,He told me that he might be going to Nara next month.,Nag-ingon siya sa akoa nga basin mag-adto siya ug Nara sunod bulan.
Magpapakamatay siya kapag hindi niya nakita ang anak niya.,He will kill himself if he doesn't see his son.,Magpakamatay siya inig dili niya makita iyahang anak.
Halos hindi marinig ang boses niya sa ingay.,His voice was barely audible over the noise.,Halos dili na madungog iyahang boses sa kasamok.
"Ayon sa kasaysayan, ang Persian Gulf ay pagmamay-ari ng Iran.","Historically, the Persian Gulf belonged to Iran.","Matod sa kasaysayan, ang Persian Gulf kay ginapanag-iyahan sa Iran."
Di ako sanay magkape nang walang asukal.,I'm not used to coffee without sugar.,Dili ko anad magkape nga walay asukar.
Nagtago ako ng talaarawan sa Ingles nitong sampung taon.,I kept a diary in English these ten years.,Nagtago ko ug talaarawan sa Ingles karong ika-napulo nga tuig.
Kinailangan kong magtrabaho hanggang gabi kaya ipinagpaliban ko ang aking date.,I had to work late into the night so I postponed my date.,Gikinahanglan nako nga magtrabaho hantod sa gabii maong gi-kansela nako akong date.
"Sori po, pero hindi ko masyadong maintindihan ang Ingles.","I'm sorry, but I don't understand English very well.","Pasensya na, pero dili kaayo ko makasabot ug Ingles."
Nakatira ako sa San Salvador nang anim na taon na.,I have lived in San Salvador for six years.,Nagpuyo ko sa San Salvador ug unom na ka tuig.
May gusto ka ba ng wala ka?,Do you want something that you don't have?,Naa ba kay gusto nga wala sa imoha?
Kalikasang tao ang maabala ng mga ganoong bagay.,It is human nature to be distracted by such things.,Natoral na sa tawo ang malisang sa mga ing-ato nga butang.
Napakabastos naman ng sinabi mo.,What you said was very rude.,Pagkabastos nalang sa imong gisulti.
"Sabi ng guro namin, ""Ang tubig ay kumukulo sa 100 antas ng sentigrado.""","Our teacher said, ""Water boils at 100 degrees centigrade.""","Nag-ingon ang amoang magtutudlo, ""Ang tubig naga-subo subo sa 100 nga sentigrado."""
Pakibigay po sa amin ang inyong sagot sa pinakabilis na posible.,Please give us your answer as soon as possible.,Paspasi ug hatag sa amoa ang imong tubag.
Nagitla siya nang narinig niya ang balita.,He was shocked when he heard the news.,Namutla siya inig ka dungog niya sa balita.
May ibang mga tao na tumataba kapag tinigilan ang paninigarilyo.,Some people gain weight when they stop smoking.,Naay ubang mga tawo nga manambok inig hunong ug panigarilyo.
Baka may nagkamaling kumuha ng payong ko.,Maybe someone took my advice by mistake.,Basi ug naay nasipyat ug kuha sa akong payong.
Ang pangunang problema sa kapetirya ay ang kalidad.,The main problem with the cafeteria is the quality.,Ang una nga problema sa kapetirya kay ang kalidad.
Ilang oras nang maglalaro ang mga bata sa dalampasigan.,The children will be playing on the beach for hours.,Pila na ka oras sige ug dula ang mga bata sa baybayon.
"Sabi ng pahayagan, tinamaan daw ng bagyo ang Kyushu.",The newspaper said that a typhoon had hit Kyushu.,"Ingun sa pamantalaan, naigo daw sa bagyo ang Kyushu."
May mga pagkakataon na kailangan nating itago ang katotohanan.,There are times when we have to hide the truth.,Adunay mga panahon nga gikinahanglan nato nga taguon ang kamatuoran.
"Sa ngayon, mag-isang nakatira si Tom sa isang maliit na apartment.","Currently, Tom lives alone in a small apartment.","Karon, si Tom ra usa ang nagpuyo sa usa ka gamay nga apartment."
Pinuntahan niya ang British Museum noong siya ay nasa London.,He went to the British Museum when he was in London.,Giadto-an niya ang British Museum katong naa siya sa London.
Dapat itigil mo na ang paninigarilyo para sa kalusugan mo.,You should stop smoking for your health.,Dapat undangan na nimo ang panigarilyo para sa imong panglawas.
Kinidlatan ang malaking puno sa bukid.,Lightning struck the big tree in the field.,Gikilatan ang dagko nga kahoy sa bukid.
Na-impres ang lahat sa makinang iyon.,Everyone was impressed with that machine.,Giganahan ang tanan ato nga makina.
Sabi niya pagod daw siya kaya uuwi siya nang maaga.,He said he was tired so he would go home early.,Ingon siya gikapoy daw siya maong niuli siya ug sayo.
"Pinakiusapan ko na siyang huwag umalis, pero umalis pa rin siya.","I begged him not to leave, but he left anyway.","Gihangyo nako siya nga dili na siya molakaw, pero nilakaw gihapon."
Lubos ang pasasalamat ko sa iyo para sa lahat ng kabutihan mo.,I am very grateful to you for all your goodness.,Dagko kaayo ko ug pasalamat sa imoha sa tanan nimong kamaayo.
Sana hindi ka masyadong maabala.,I hope it doesn't bother you too much.,Unta dili kaayo ka mahasol.
Dumaan ako sa munisipyo ng bayan papunta sa estasyon.,I passed the town hall on my way to the station.,Niagi ko sa munisipyo sa syudad paadto sa estasyon.
"Sa tingin ko, makabubuti sa iyo ang gamot na ito.",I think this medicine will do you good.,"Para nako, makaayo ning tambal sa imoha."
Mahihiga na sana ako nang tumawag siya.,I was about to go to bed when he called.,Muhigda na unta ko katong nitawag siya.
Oras na para lumagay ka sa tahimik.,It's time for you to be quiet.,Oras na aron mahimutang ka sa kahilom.
Hindi malutas ng agham ang lahat ng problema sa buhay.,Science cannot solve all of life's problems.,Di masolusyonan sa siyensya ang tanan problema sa kinabuhi.
Natawid niya ang Karagatang Pasipiko nang bangka.,He crossed the Pacific Ocean by boat.,Na-tabok niya ang dagat sa Pasipiko pinaagi sa bangka.
Maraming kaakit-akit na hayop sa Australia.,There are many fascinating animals in Australia.,Daghan kaayong nindot nga hayop sa Australia.
May puting gusali sa palibot ng kanto.,There is a white building around the corner.,Naay puti nga pagpatindog palibot sa kanto.
Kumakain ng hindi bababa sa tatlong mangkok ng kanin si Tom araw-araw.,Tom eats at least three bowls of rice every day.,Mokaon ug dili mobaba sa tulo ka panaksan sa kan-on si Tom adlaw-adlaw.
Binalik ni Tom ang damit kasi masiyado itong maliit.,Tom returned the dress because it was too small.,Gibalik ni Tom iyang sinina kay gamay kaayo kini.
Akala ni Tom na siya'y kalagitnaan ng uniberso.,Tom thought he was the center of the universe.,Abi ni Tom nga siya ang tunga sa kalibutan.
Sikat ang Valencia sa arkitektura.,Valencia is famous for its architecture.,Sikat ang Valencia sa arkitektura
"Hindi makðkasama ang pag-inom ng tubig, basta huwag sobra.","Drinking water is not harmful, as long as you don't drink too much.","Dili makadaot ang pag-inom ug tubig, basta dili lang sobra."
Ang ginagawa mo'y mas importante kaysa sa sinasabi mo.,What you do is more important than what you say.,Ang imong ginapangbuhat kay mas importante pa sa imong mga ginapangsulti.
Sinong mag-aalaga sa aso habang wala tayo?,Who will take care of the dog while we are away?,Kinsa man ang mag-atiman sa iro samtang wala ta?
Bakit hinahayaan ng gobyerno ng US na magkaroon ng baril ang mga tao?,Why does the US government let people own guns?,Nganong ginapasagdan sa gobyerno sa US nga naay baril ang mga tawo?
Gusto ni Tatay na mag-aral ako sa ibang bansa habang bata pa ako.,Dad wanted me to study abroad while I was young.,Gusto ni Tatay nga magskwela ko sa laing nasud samtang bata pa ko.
Hinihingal siya dahil tumatakbo siya kanina.,He was panting because he was running earlier.,Naghagal siya kay sige siya ug dagan ganiha.
Gaano pa katagal bago mapuno ang tub?,How long will it take for the tub to fill up?,Unsa pa kadugay bag-o mapuno ang tub?
"Magmadali ka, o maleleyt ka sa huling tren.","Hurry up, or you'll miss the last train.","Pagdali, o mabiyaan ka sa nahuli nga tren."
Ayaw kong magluto ng hapunan para sa dalawampung tao.,I don't want to cook dinner for twenty people.,Dili ko gusto magluto ug panihapon para sa baynte ka-tawo.
Hindi malinaw ang nais sabihin ng manunulat.,It is not clear what the writer wants to say.,Dili klaro ang buot pasabot sa nagsulat.
Sayang na di ko masyadong maintindihan ang Ingles.,Too bad I don't understand English very well.,Sayang nga di kaayo nako masabtan ang Ingles.
Medyo mainip ang unang araw ko sa unibersidad.,My first day at university was pretty boring.,Medyo kapoy akong una nga adlaw sa unibersidad.
"Sa bagong taon, buong gabi aandar ang mga tren.","In the new year, the trains will run all night.","Sa bag-ong tuig, tibuok gabii mag-andar ang mga tren."
Kakaunting tao lang ang dumalo sa meeting kahapon.,Few people attended yesterday's meeting.,Gamay ra nga tawo ang niadto sa meeting kagahapon.
Maraming kabataang lalaki ang kinailangang umuwi nang maaga mula sa paaralan kahapon.,Many young men had to come home early from school yesterday.,Daghang kabatan-onang lalaki ang nanginahanglan ug uli sayo gikan eskwelahan gahapon.
Wala siyang mapilian kundi ikasal ang matandang lalaki.,She had no choice but to marry the old man.,Wala siyay mapili kon di pakaslan ang tiguwang nga lalaki.
"Taga-Hokkaido siya, pero tumitira siya ngayon sa Tokyo.","He is from Hokkaido, but now lives in Tokyo.","Taga-Hokkaido siya, pero nagpuyo siya karon sa Tokyo."
Malaki ang pag-asang manalo ang pangkat natin.,Our team has high hopes of winning.,Daku ang tsansa nga modaog ang atoang grupo.
Naantala ang tren dahil sa mabigat na niyebe.,The train was delayed due to heavy snow.,Nalangan ang tren tungod sa bug-at nga niyebe.
May oras na magsalita at oras na tumahimik.,There is a time to speak and a time to be silent.,Naay oras sa pagstorya ug oras sa paghilom.
Hindi kailangang magmadali. Marami tayong panahon.,No need to rush. We have plenty of time.,Dili kinahanglan magdali. Daghan ta ug higayon.
Di kailangang magpanik. Marami pang oras.,You don't have to be a fan. There's still plenty of time.,Dili kinahanglan maratol. Daghan pa ug oras.
May kasamang mga dalub-agham at inhenyero itong komiti.,This committee includes scientists and engineers.,Naay kaubang sayantist ug inhenyero kining maong komiti.
Hindi inakala ni Tom na may makakakilala sa kaniya.,Tom didn't think anyone would recognize him.,Wala gidahom ni Tom nga naay makaila sa iyaha.
Meat loaf at mashed potatoes ang hapunan ni Tom.,Tom's dinner is meat loaf and mashed potatoes.,Meat loaf ug mashed potatoes ang panihapon ni Tom.
Presidente si Tomas ng klubo ng astronomiya sa pook.,Tomas is president of the local astronomy club.,Presidente si Tomas sa klub sa astronomiya sa lugar.
Hinuli si Tom bilang isang suspek sa krimen.,Tom is arrested as a crime suspect.,Gidakop si Tom ingon nga suspek sa krimen.
Tinignan namin ang langit ngunit walang mga bituin.,We looked at the sky but there were no stars.,Gitan-aw namo ang langit pero walay mga bituon.
"Anuman ang mangyari, hindi mo malalaman.","Whatever happens, you never know.","Unsa man ang mahitabo, dili nimo mahibal-an."
Kailan ang pinakahuli mong pakinig sa kantang ito?,When was the last time you listened to this song?,Kanus-a ka huli naminaw aning kantaha?
Isip mo bang puwede kong gamitin ang selular ko sa dutsa?,Do you think I can use my cell phone in the shower?,Nahuna-hunaan ba nimo nga pwede nako gamiton ang selular nako sa dutsa?
"Simula ngayon, dapat ingatan mo ang sarili mo.","From now on, you must take care of yourself.","Sugod karon, dapat ampingan na nimu imuhang sarili."
Sinasadya niyang gumawa ng gulo.,He was making trouble on purpose.,Ginatuyo niya ug sugod ug away.
Nahirapan siyang hanapin ang daan papuntang hotel.,He had a hard time finding his way to the hotel.,Nalisdan siya ug pangita ug dalan paadto'g hotel.
Masikreto siya tungkol sa kanyang pamilya.,He is secretive about his family.,Masikreto siya pag batok sa iyahang pamilya.
Gaano katagal bago makarating sa istasyon ng tren?,How long does it take to get to the train station?,Unsa kadugay bag-o makaabot sa estasyon sa tren?
Di ko kailangan ang pera mo.,I don't need your money.,Wa ko nanginahanglan ug kwarta nimo.
Kailangan ko ang oras mo.,I need your time.,Oras nimo akong kinahanglan.
Wala pa akong nakakain simula nitong umaga.,I haven't eaten anything since this morning.,Wala pa koy gikaon sugod karong buntag.
"Kung may oras lang ako, pupunta sana ako sa sinehan.","If I had time, I would go to the cinema.","Kung naa lang unta koy oras, muadto unta ko ug sinehan."
Susubukan kong huwag kang abalahin habang nag-aaral ka.,I will try not to disturb you while you study.,Sulayan nako nga dili ka istorbohon samtang nag-eskwela pa ka.
Tatlong taon nang nakatira ako rito.,I have lived here for three years.,Tulo na ko ka-tuig nagpuyo diri.
Nagpakasal ang kapatid kong babae sa isang guro ng mataas na paaralan noong Hunyo.,My sister married a high school teacher last June.,Nagpakasal akong lumon nga babae sa usa ka magtutudlo sa sekondarya katong Hunyo.
Sampung beses na mas maraming salitang Ingles ang alam niya kaysa sa akin.,He knows ten times more English words than I do.,Napulo ka mga beses nga mas daghan siyang nahibal-ang pulong sa Ingles kasya sa akoa.
Parang walang taong nakatira sa kasita.,No one seems to live in the village.,Mura ug walay tawong nagpuyo sa kasita.
Pinagbalaan kami ng titser na ang test ay magiging mahirap.,The teacher warned us that the test would be difficult.,Gipasidan-an mi sa among magtutudlo nga lisud ang test.
Hindi naiintindihan ni Tom kung anong gustong sabihin ni Mary.,Tom did not understand what Mary wanted to say.,Dili masabtan ni Tom kung unsa ang buot ipasabot ni Maria.
Wala kang kailangang ikahiya.,You have nothing to be ashamed of.,Wala kay dapat ikaulaw.
Sinulat niya ang librong tungkol sa kanyang mga abentura sa gubat.,He wrote the book about his adventures in the jungle.,Gisulat niya ang libro nga tungkol sa iyang mga adbiyento sa kalasangan.
Mas madali sa akin ang magpranses kaysa sa mag-ingles.,French is easier for me than english.,Mas dali sa akoa ang magpranses kaysa mag-Ingles.
Tinulak ko ang bisikleta ko dahil flat ang gulong.,I pushed my bike because the tire was flat.,Gitulak na nako akoang bisekleta kay na-flat ang ligid.
Isip ko'y dapat lumayo siya sa mga anumang droga-droga.,I think he should stay away from any drugs.,Gi-isip nako nga dapat mulayo siya sa bisan ug unsa nga klase nga droga.
"Kung hindi ka maaaring magkaroon ng mga anak, maari ka namang mag-ampon.","If you can't have children, you can adopt.","Kon dili ka magka-anak, pwede man ka mag-ampon."
Hindi kapani-paniwalang kayang pumatay ni Tom.,Tom can kill unbelievably.,Di katuohang mamahimo ni Tom nga mopatay.
"Sa bandang dulo ng Marso 1841, naging pulmonya ang sipon niya.","Towards the end of March 1841, his cold turned into pneumonia.","Sa katapusan sa Marso tuig 1841, nahimog pulmonya iyahang sip-on."
Nakatira siya sa lambak sa lalawigang malayo sa dalampasigan.,He lives in a valley in a province far from the coast.,Nagpuyo siya sa lambak sa lugar nga layo sa baybayon.
Darating ang araw na makakapunta ang tao sa Mars.,The day will come when man can go to Mars.,Moabot ang adlaw nga makaadto ang tawo didto sa Mars.
Ang pinakaimportante sa buhay ay maging basta sarili.,The most important thing in life is to be yourself.,Ang pinaka-importante sa kinabuhi kay ang ang imohang sarili.
Ito'y magaling na diksiyunaryo para sa estudyante sa hayskul.,This is a good dictionary for high school students.,Maayo kini nga diksyunaryo para sa estudyante sa hayskul.
Inamin ni Tom na mas magaling si Mary sa kanya sa golf.,Tom admits that Mary is better than him at golf.,Giangkon ni Tom nga mas makabalo si Maria kaysa sa iyaha sa golf.
