tagalog,english,cebuano
kailangan na dipositahin natin itong pera sa isang bangko.,we need to deposit this money in a bank.,kinahanglan nga atoa kini'ng ipatago ang kwarta sa bangko.
"sa pagkakaalam ko, siya ay isang masipag na estudyante.","as far as i know, he is a diligent student.","sa akong pagkabalo, siya kay usa ka kugihan nga magtutungha."
anong oras ako kailangang dumating?,what time do i have to arrive?,unsang oras ko kinahanglan moabot?
may kilala akong isang lalaking marunong magpranses.,i know a man who knows french.,aduna akoy kaila nga lalaki nga kabalo mag-pranses.
"pagkatapos ng lahat ng trabaho sa bahay, siya ay umupo sa sofa para manood ng telebisyon.","after all the work at home, he sat on the sofa to watch television.","pagkahuman sa tanan trabahuon sa balay, nilingkod siya sa lingkuranan arong motan-aw og tv."
iyan ay mga libro ng aking kapatid na babae.,those are my sister's books.,mga libro kana sa akong igsuon ng babae.
kami ay umalkila ng isang kotse nang isang linggo noong kami ay nasa italya.,we rented a car for a week when we were in italy.,nag-renta kami og usa ka sakyanan sa sulod sa usa ka semana katong naa kami sa italya.
nagustuhan mo ba ang bisikleta?,did you like the bike?,giganahan ka sa bayk?
"noong ako'y kanyang kinagat, napakasakit na nawalan ako ng malay.","when he bit me, it hurt so much that i lost consciousness.","katong gipaak ko niya, nakuyapan ko sa kasakit."
"kung bakit ang mga tao ay maaaring maiklasipika sa mga kategoryang iyan, samantala, ay isang misteryo.","why people can be classified into those categories, meanwhile, is a mystery.","kung ngano gikinahanglan i-grupo ang mga tawo ana nga matang, mao ang usa ka katingalahan."
hindi maaaring ihinto ang kaunlaran.,progress cannot be stopped.,dili mamahimon undangon ang paglambo.
tama ba ang pranses na ito?,is this french correct?,sakto ba ang kani nga pranses?
"kailangang kumain para mabuhay, at hindi mabuhay para kumain.","must eat to live, and not live to eat.","kinahanglan mokaon aron mabuhi, dili mabuhi aron mokaon."
sila ay nagtitipid ng pera para sa isang bahay.,they are saving money for a house.,nagdaginot sila og kwarta para sa usa ka balay.
ang maliit na paldang iyan ay kulay rosas.,that little skirt is pink.,kana nga gamayng saya kay kolor pula.
tapos ko nang linisin ang aking silid.,i finished cleaning my room.,humana ko og limpyo sa akong kwarto.
"siguro nga tama ka, napakadamot ko.","maybe you're right, i hate it so much.","sakto gyud siguro ka, hakog kaayo ko."
maraming parke sa ating lungsod.,there are many parks in our city.,daghan og suroyanan sa atoang siyudad.
hindi ako susulat ng isang liham sa ingles.,i will not write a letter in english.,dili ko magsulat og usa ka sulat nga ingles.
kailangan natin ng mga pinuno.,we need leaders.,kinahanglan nato og mga lider.
binigyan niya ako ng kaunting sopas niya.,he gave me some of his soup.,gihatagan ko niya og gamayng sabaw.
nasa bahay ka ba?,are you at home,naa ba ka sa balay?
sinabi nila sa akin.,they told me,gi-ingon nila sa ako.
maraming sundalo ang namatay sa ikalawang digmaang pandaigdig.,many soldiers died in world war ii.,daghang sundalo ang nawalaan og kinabuhi atol atong ikaduhang giyera sa tibuok kalibutan.
hindi lahat ang may alam kung anong ibig sabihin niyan.,not everyone knows what that means.,dili tanan nakabalo kung unsa ang iyang buot ipasabot.
hindi lahat ng tao ang nakakaalam sa kahulugan.,not everyone knows the meaning.,dili tanan tawo nakasabot sa iyang buot isulti.
alam mo ba kung nakakapagsalita ng hapones si lucia?,do you know if lucia can speak japanese?,kabalo ba ka kung kabalo mo-istorya og hapones si lucia?
"hindi pa umulan, ngunit talagang malapit na.","it hasn't rained yet, but it's about to.","wala pa nibundak ang ulan, pero hapit na gyud."
hindi ko gusto ang damit na ito. magpakita ka ng iba.,i don't like this dress. show me something else.,dili ko ganahan ani nga sanina. pakit-a ko sa uban.
gusto ko na kantahin mo ako.,i want you to sing to me.,ganahan ko nga mokanta ka para sa ako.
ang tren na iyan ay darating sa chicago alas 9 mamayang gabi.,that train arrives in chicago at 9 tonight.,kana nga tren mo-abot unyang alas 9 sa gabii sa chicago.
isang maliit na kotse ay mas mura kaysa isang malaki.,a small car is cheaper than a big one.,ang gamay nga sakyanan kay mas barato kaysa sa dako nga sakyanan.
ako ang palaging una sa pagdating.,i'm always the first to arrive.,ako ang pirmi una moabot.
nandiyan ka ba?,are you there,naa na ka dira?
nakakapagod ang araw na ito.,this day is tiring.,kakapoy ani nga adlaw.
umupo si chopin sa harap ng pyano at nagsimulang tumugtog.,chopin sat down in front of the piano and began to play.,nilingkod si chopin atubangan sa pyano ug nagsugod og tugtog.
kailangan kong dumagdag ng mga bagong diksyunaryo sa silid-aklatan.,i need to add new dictionaries to the library.,kinahanglan nako modungag og diksyonari sa librarya.
inaamin kong nakalimutan ko na ang ninais kong itanong.,i admit i forgot what i wanted to ask.,"motug-an ko, nalimtan nako ang akong gusto ipangutana."
kinuha niya ang manok.,he took the chicken.,gikuha niya ang manok.
may mga hayop dito.,there are animals here.,adunay mga hayop diri.
kailangan niyang pumunta rito.,he has to come here.,kinahanglan siya nga moadto diria.
dapat may mag-aalaga sa pasyente.,someone must take care of the patient.,kinahanglan adunay mo-atiman sa masakiton.
"punta tayo sa patay. ""sino ang namatay?""","let's go to the dead. ""who died?""","moadto ta sa patay. ""kinsa ang namatay?"""
ang dalawang gusali ay magkadikit.,the two buildings are adjacent.,ang duha ka gambalay kay nagtapad.
napakawalang-ingat mo na iniwan mo ang iyong maleta.,you were so careless that you left your suitcase behind.,"wala ka'y pag-amping sa imong gamit, gibiyaan ra nimo imong bagahe."
siya ay hindi tumatakbo.,he is not running.,dili siya nagadagan.
hayaan mo akong tingnan iyan.,let me look into that.,pasagdi ko nga tan-awon kana.
nais niya lamang na lokohin ka.,he just wants to fool you.,gusto lang niya nga ilaron ka.
hindi ko hahayaan na lokohin niya ako.,i won't let him fool me.,dili nako pasagdan nga ilaron ko niya.
ako ay lumakad hanggang sa pintuan.,i walked up to the door.,nilakaw ko hantod sa purtahan.
ikaw ay isang masamang tao.,you are a bad person.,usa ka ka daotan nga tawo.
maaari ba akong umupo sa iyong tabi?,can i sit next to you,mamahimo ba kong molingkod sa imong tapad?
"kung siya ay darating, sabihin mong pumunta siya sa aking sala.","if he comes, tell him to come to my living room.","kung moabot siya, palihug ingna nga moadto siya sa akong sala."
ilang beses sa isang linggo silang kumukulekta ng basura sa lungsod na ito?,how many times a week do they collect garbage in this city?,pila ka higayon sa usa ka semana sila manguha og basura diri nga siyudad?
nasawi sa isang aksidente ang tatlong manggagawang nasa trak.,three workers in the truck were killed in an accident.,namatay sa usa ka aksidente ang tulo ka trabahante nga sakay sa trak.
hindi niyo kailangang manatili.,you don't have to stay.,dili ninyo kinahanglan magpundo diri.
ang taong aking hinihintay ay hindi sumipot.,the person i was waiting for did not show up.,ang akong ginahulat nga tawo kay wala nitambong.
siya ay matutulog na.,he will go to sleep.,padulong na siya matulog.
ang susi ay nasa mesa ng manunulat.,the key is on the writer's desk.,ang susi kay naa sa ibabaw sa lamesa sa tigsulat.
ang ulap ay hugis oso.,the cloud is shaped like a bear.,ang panganod kay porma og oso.
kailangang pasayahin mo ang iyong mga magulang.,you have to please your parents.,kinahanglan palipayon nimo ang imong mga ginikanan.
maaalala kita habambuhay.,i will remember you forever.,mahinumdoman tika hantod sa kahanturan.
ikaw ay walang permisong pumasok sa salang ito.,you do not have permission to enter this room.,wala kay katungod nga mosulod diri sa sala.
nakita mismo ng dalawang mata ko.,i saw it with my own two eyes.,nakita sa akong duha ka mga mata.
"ang gandang takipsilim, hindi ba?","it's a beautiful sunset, isn't it?","nindot ang kaadlawon, noh?"
dahan-dahan niyang ginawa.,he did it slowly.,gihinay-hinay niya pag-gama.
gusto ko sanang pumunta sa estados unidos.,i would like to go to the united states.,ganahan ko nga maka-adto sa estados unidos.
nakarinig ka na ba ng taong nagsasalita ng esperanto?,have you ever heard someone speak esperanto?,nakadungog na ba ka og tawo nga nagasulti og esperanto nga pamulong?
"habang may mga taong gustong magkaroon ng mga bagong sapatos, ang iba ay gustong... magkaroon lamang ng mga paa.","while some people want to have new shoes, others want to... just have feet.","samtang naa'y mga tawo nga gusto maka-angkon og sapatos, adunay uban nga gusto lang maka-angkon og tiil."
magkakaroon ng isang bagyo ng nyebe.,there will be a snow storm.,adunay mahitabo nga pag-ulan og niyebe.
ang mga bata ay gumagawa ng mga kastilyong buhangin sa dalampasigan.,children make sand castles on the beach.,ang mga bata kay naghimo og palasyo nga balas daplin sa dagat.
ang sahig ay basa ng tubig.,the floor is wet with water.,basa ang salog sa tubig.
ako ay magaling kumanta.,i can sing well.,hawod ko mokanta.
walang nakakahigit sa kanya.,no one is better than him.,walay makalabaw kaniya.
kailangan ko ng isang tsuper para ako'y ihatid papuntang bahay.,i need a driver to take me home.,kinahanglan nako og drayber arong mahatod ko padulong sa balay.
ayaw ni tom ng keso.,tom doesn't like cheese.,dili ganahan si tom og keso.
"bago ka lumabas ng bahay, pakipatay ang mga ilaw sa kusina at sa sala.","before you leave the house, please turn off the lights in the kitchen and living room.","bago ka mogawas sa balay, palihug palonga ang suga sa kusina ug sala."
ang akala ko'y hindi ka darating.,i thought you wouldn't come.,ang akong pagtuo kay dili ka moabot.
tom ang kanyang pangalan.,his name is tom.,tom ang iyang ngalan.
bago ba kayo rito?,are you new here?,bag-o mo diri?
"lahat ng tao ay mortal, lahat ng griyego ay tao, kaya, lahat ng griyego ay mortal.","all men are mortal, all greeks are men, therefore, all greeks are mortal.","tanang tao kay mortal, bantog, tanang griyego kay mortal."
ang aking nakatatandang kapatid na babae ay lumalangoy nang napakabilis.,my older sister swims very fast.,ang akong maguwang nga igsuong babae kay paspas nagalangoy.
dalhin mo ito para sa nanay mo.,bring it for your mother.,dalaa kini para sa imong inahan.
ang paaralan ay naging abo.,the school was reduced to ashes.,ang eskwelahan nahimong abo.
ang mga patay lamang ang nakakita sa wakas ng digmaan.,only the dead saw the end of the war.,ang mga nangamatay lang ang nakakita sa pagkahuman sa giyera.
may relo ba ang isa sa mga kwartong iyan?,does one of those rooms have a clock?,aduna bay orasan ang usa sa mga kwarto?
kami ang nanalo sa laro.,we won the game.,kami ang mananaog sa dula.
nasira ang kotse.,the car broke down.,naguba ang sakyanan.
sa tingin mo magandang ideya kung pakainin mo ang aso ng tira-tirang pagkain?,think it's a good idea to feed the dog leftovers?,sa panan-aw nimo nindot nga buhaton kung pakaunon ang iro og mga salin nga pagkaon?
isa sa aking mga kaibigan ay nakatira sa ibang bansa.,one of my friends lives abroad.,usa sa akong mga higala kay nagpuyo sa laing nasud.
darating kami diyan sa loob ng isang oras.,we'll be there in an hour.,moabot lang mi dira sa sulod sa usa ka oras.
bakit hindi mo tingnan ang mga datos na ito?,why don't you check out these data?,ngano'ng dili nimo tan-awon ang kini nga mga impormasyon?
dapat kitang samahan.,i should accompany you.,kinahanglan kita'ng ubanan.
ito ang unang pagkakataon na bubuksan ko ang pintong ito.,this is the first time i will open this door.,kina ang pinaka-unang higayon nga abrihan nako ni nga sira.
pinindot ko na ang pulang boton ngunit walang nangyari.,i pressed the red button but nothing happened.,gipindot na nako ang pula nga pislitanan pero wala'y nahitabo.
nakita kitang kausap si tom.,i saw you talking to tom.,nakit-an tika nga ka-istorya si tom.
kailangan mong atupagin ang mga bagay na makakatulong sa iyong mga anak na magkaroon sila ng magandang buhay.,you need to do things that will help your children have a good life.,kinahanglan nimo atimanon ang mga butang nga makatabang sa imong mga anak aron maka-angkon sila og nindot nga kinabuhi.
siya ang dumating na huli.,he came late.,siya ang ulahi nga niabot.
hindi siya pumunta sa paaralan dahil may sakit siya noon.,he didn't go to school because he was sick.,wala siya mitungha sa eskwelahan kay nagsakit siya.
"kung ikaw ay masaya, ako ay masaya.","if you are happy, i am happy.","kung ikaw nalipay, nalipay pud ako."
maaari bang bigyan mo ako ng isang malinis na kutsilyo?,can you give me a clean knife?,mamalihog ko og hatag og usa ka limpyo nga kutsilyo.
hindi iyan ang iniisip ng mga ginoo!,that's not what gentlemen think!,dili kana ang ginahunahuna sa mga ulitawo!
"kung ako ay mayaman, bibilhin ko.","if i were rich, i would buy it.","kung ako gamhanan, paliton nako."
hindi mo kailangang sumayaw maliban na lamang kung gusto mo.,you don't have to dance unless you want to.,dili nimo kinahanglan mosayaw pero kung gusto gyud nimo.
pumasok ang buhangin sa aking mata.,sand got into my eyes.,nisulod ang balas sa akong mata.
dahan-dahan sa paglakad.,walk slowly.,hinay-hinay sa paglakaw.
"siguro, si andy ay nag-ensayo nang husto.","maybe, andy practiced a lot.","siguro, nagbansay si andy og maayo."
hindi ko matandaan ang kanyang pangalan sa horas na ito.,i can't remember his name at this hour.,dili nako matiman-an ang iyang ngalan sa karon nga takna.
maghugas ka ng mukha at kamay.,wash your face and hands.,hugasi ang imong nawong ug mga kamot.
siya ay mabata at naka-aakit.,she is young and charming.,siya kay tambok ug maka-akit.
sigurado akong magiging magaling ka riyan.,i'm sure you'll be good at it.,nakasigurado ko nga mahimo kang hanas ana nga butang.
may isang tutang balingkinitan sa ibabaw ng mesa.,there was a slender puppy on the table.,adunay usa ka itoy nga payatot sa ibabaw sa lamesa.
maligayang pagdating sa bahay.,welcome home,malipayong pag-abot sa balay!
sino ang matandang babaeng ito?,who is this old woman?,kinsa ni nga tiguwang nga babae?
marami akong bagay na hindi kailangan.,i have a lot of unnecessary things.,daghan og mga butang nga dili nako gikinahanglan.
mas matanda ako sa kapatid mo.,i'm older than your brother.,mas tigulang ko kaysa sa imong igsuon.
sa pagkakaalam ko ay ito ang pinakamabuti.,as far as i know this is the best.,"sa akong pagkabalo, kini ang pinakamaayo."
ang panaginip ko ngayo'y isa nang bituing walang ningning.,my dream is now a star without brightness.,ang akong pangandoy karon kay usa na ka bituon nga walay sidlak.
ang kagubatan ay puno ng mga puno.,the forest is full of trees.,ang lasang kay napuno og mga punoan.
kaninong guhit ang iyong nagustuhan?,whose drawing do you like?,kay kinsang dibuho ang imong giganahan?
wala siya rito ngayon. bakit mo ba siya hinahanap?,he is not here now. why are you looking for him?,wala siya diri karon. ngano'ng ginapangita nimo siya?
hindi ko ginustong ito'y mangyari.,i didn't want this to happen.,dili nako gusto nga mahitabo kini.
ako ay kasintanda niya.,i am as old as him.,pareho ko katigulang niya.
pwede ko bang gamitin ang iyong diksyunaryo?,can i use your dictionary,mamahimo ba nakong gamiton ang imong diksyonari?
pakibukas ang iyong mga mata.,please open your eyes.,abriha ang imong mga mata.
hanapan mo nga ako ng isang magandang aklat sa silid-aklatan.,do find me a good book in the library.,pangita-i daw og usa ka nindot nga libro sa librarya.
